Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
80168;CANDAS;80750;CANDAS;
80172;CAPPY;80340;CAPPY;
80177;CARTIGNY;80200;CARTIGNY;
80184;CERISY;80800;CERISY;
80192;CHIPILLY;80800;CHIPILLY;
80209;CONTOIRE;80500;CONTOIRE HAMEL;
80210;CONTRE;80160;CONTRE;
80222;CRECY EN PONTHIEU;80150;CRECY EN PONTHIEU;
80227;CROIXRAULT;80290;CROIXRAULT;
80228;LE CROTOY;80550;LE CROTOY;
80231;CURLU;80360;CURLU;
80235;DARGNIES;80570;DARGNIES;
80240;DOINGT;80200;DOINGT FLAMICOURT;
80242;DOMART SUR LA LUCE;80110;DOMART SUR LA LUCE;
80245;DOMLEGER LONGVILLERS;80370;DOMLEGER LONGVILLERS;
80245;DOMLEGER LONGVILLERS;80370;DOMLEGER LONGVILLERS;LONGVILLERS
80248;DOMPIERRE SUR AUTHIE;80150;DOMPIERRE SUR AUTHIE;
80252;DOUILLY;80400;DOUILLY;
80256;DREUIL LES AMIENS;80470;DREUIL LES AMIENS;
80258;DRIENCOURT;80240;DRIENCOURT;
80278;ERCHES;80500;ERCHES;
80281;ERGNIES;80690;ERGNIES;
80296;L ETOILE;80830;L ETOILE;
80303;FAVIERES;80120;FAVIERES;
80311;FIGNIERES;80500;FIGNIERES;
80312;FINS;80360;FINS;
80313;FLAUCOURT;80200;FLAUCOURT;
80314;FLERS;80360;FLERS;
80316;FLESSELLES;80260;FLESSELLES;
80317;FLEURY;80160;FLEURY;
80322;FONCHES FONCHETTE;80700;FONCHES FONCHETTE;
80326;FONTAINE SOUS MONTDIDIER;80500;FONTAINE SOUS MONTDIDIER;
80331;FOREST L ABBAYE;80150;FOREST L ABBAYE;
80353;FRESNES MAZANCOURT;80320;FRESNES MAZANCOURT;
80354;FRESNES TILLOLOY;80140;FRESNES TILLOLOY;
80359;FRESNOY LES ROYE;80700;FRESNOY LES ROYE;
80366;FRICOURT;80300;FRICOURT;
80367;FRISE;80340;FRISE;
80385;GRAND LAVIERS;80132;GRAND LAVIERS;
80389;GRECOURT;80400;GRECOURT;
80395;GUERBIGNY;80500;GUERBIGNY;
80406;HALLENCOURT;80490;HALLENCOURT;
80413;HANCOURT;80240;HANCOURT;
80415;HANGEST EN SANTERRE;80134;HANGEST EN SANTERRE;
80416;HANGEST SUR SOMME;80310;HANGEST SUR SOMME;
80418;HARDECOURT AUX BOIS;80360;HARDECOURT AUX BOIS;
80433;HERLY;80190;HERLY;
80436;HESCAMPS;80290;HESCAMPS;
80437;HEUCOURT CROQUOISON;80270;HEUCOURT CROQUOISON;
80443;HORNOY LE BOURG;80640;HORNOY LE BOURG;TRONCHOY
80444;HUCHENNEVILLE;80132;HUCHENNEVILLE;
80449;IGNAUCOURT;80800;IGNAUCOURT;
80450;INVAL BOIRON;80430;INVAL BOIRON;
80455;LACHAPELLE;80290;LA CHAPELLE SOUS POIX;
80456;LAFRESGUIMONT ST MARTIN;80430;LAFRESGUIMONT ST MARTIN;MONTMARQUET
80462;LAMOTTE BULEUX;80150;LAMOTTE BULEUX;
80496;MACHIEL;80150;MACHIEL;
80500;MAISNIERES;80220;MAISNIERES;
80507;MARCELCAVE;80800;MARCELCAVE;
80508;MARCHE ALLOUARDE;80700;MARCHE ALLOUARDE;
80512;MAREUIL CAUBERT;80132;MAREUIL CAUBERT;
80519;MATIGNY;80400;MATIGNY;
80527;MENESLIES;80520;MENESLIES;
80528;MEREAUCOURT;80290;MEREAUCOURT;
80531;MERICOURT EN VIMEU;80640;MERICOURT EN VIMEU;
80543;METIGNY;80270;METIGNY;
80544;MEZEROLLES;80600;MEZEROLLES;
80557;ESTREES MONS;80200;ESTREES MONS;ESTREES EN CHAUSSEE
80558;MONSURES;80160;MONSURES;
80571;MORISEL;80110;MORISEL;
80572;MORLANCOURT;80300;MORLANCOURT;
80588;NEUFMOULIN;80132;NEUFMOULIN;
80615;OVILLERS LA BOISSELLE;80300;OVILLERS LA BOISSELLE;
80617;PARVILLERS LE QUESNOY;80700;PARVILLERS LE QUESNOY;LE QUESNOY
80618;PENDE;80230;PENDE;
80619;PERNOIS;80670;PERNOIS;
80621;PERTAIN;80320;PERTAIN;
80625;PIERREPONT SUR AVRE;80500;PIERREPONT SUR AVRE;
80626;PISSY;80540;PISSY;
80628;LE PLESSIER ROZAINVILLERS;80110;LE PLESSIER ROZAINVILLERS;
80629;POEUILLY;80240;POEUILLY;
80638;POTTE;80190;POTTE;
80640;POZIERES;80300;POZIERES;
80645;PUCHEVILLERS;80560;PUCHEVILLERS;
80647;PUZEAUX;80320;PUZEAUX;
80654;QUESNOY LE MONTANT;80132;QUESNOY LE MONTANT;
80661;RAINNEVILLE;80260;RAINNEVILLE;
80668;REMIENCOURT;80250;REMIENCOURT;
80672;RIBEMONT SUR ANCRE;80800;RIBEMONT SUR ANCRE;
80677;ROISEL;80240;ROISEL;
80684;ROUY LE PETIT;80190;ROUY LE PETIT;
80687;RUBESCOURT;80500;RUBESCOURT;
80688;RUE;80120;RUE;
80693;SAILLY LAURETTE;80800;SAILLY LAURETTE;
80698;ST AUBIN MONTENOY;80540;ST AUBIN MONTENOY;
80700;ST BLIMONT;80960;ST BLIMONT;
80705;ST LEGER LES AUTHIE;80560;ST LEGER LES AUTHIE;
80726;SANCOURT;80400;SANCOURT;
80729;SAUVILLERS MONGIVAL;80110;SAUVILLERS MONGIVAL;
80737;SOREL;80240;SOREL;
32185;LALANNE ARQUE;32140;LALANNE ARQUE;
32187;LAMAZERE;32300;LAMAZERE;
32202;LAUJUZAN;32110;LAUJUZAN;
32224;MAIGNAUT TAUZIA;32310;MAIGNAUT TAUZIA;
32227;MANCIET;32370;MANCIET;
32230;MANSENCOME;32310;MANSENCOME;
32242;MASSEUBE;32140;MASSEUBE;
32243;MAULEON D ARMAGNAC;32240;MAULEON D ARMAGNAC;
32244;MAULICHERES;32400;MAULICHERES;
32246;MAUPAS;32240;MAUPAS;
32264;MONCLAR;32150;MONCLAR D ARMAGNAC;
32279;MONTAUT LES CRENEAUX;32810;MONTAUT LES CRENEAUX;
32281;MONT DE MARRAST;32170;MONT DE MARRAST;
32285;MONTESQUIOU;32320;MONTESQUIOU;
32286;MONTESTRUC SUR GERS;32390;MONTESTRUC SUR GERS;
32292;MOUCHAN;32330;MOUCHAN;
32295;NIZAS;32130;NIZAS;
32298;NOUGAROULET;32270;NOUGAROULET;
32300;ORBESSAN;32260;ORBESSAN;
32301;ORDAN LARROQUE;32350;ORDAN LARROQUE;
32303;PALLANNE;32230;PALLANNE;
32313;PESSOULENS;32380;PESSOULENS;
32316;PEYRUSSE MASSAS;32360;PEYRUSSE MASSAS;
32317;PEYRUSSE VIEILLE;32230;PEYRUSSE VIEILLE;
32319;PLAISANCE;32160;PLAISANCE;
32321;POLASTRON;32130;POLASTRON;
32323;PONSAMPERE;32300;PONSAMPERE;
32331;PREIGNAN;32810;PREIGNAN;
32333;PROJAN;32400;PROJAN;
32336;PUYLAUSIC;32220;PUYLAUSIC;
32339;RAZENGUES;32600;RAZENGUES;
32340;REANS;32800;REANS;
32342;RICOURT;32230;RICOURT;
32350;ROQUEPINE;32100;ROQUEPINE;
32352;ROZES;32190;ROZES;
32362;ST AUNIX LENGROS;32160;ST AUNIX LENGROS;
32369;STE CHRISTIE D ARMAGNAC;32370;STE CHRISTIE D ARMAGNAC;
32370;ST CLAR;32380;ST CLAR;
32372;ST CRICQ;32430;ST CRICQ;
32374;ST ELIX;32450;ST ELIX;
39330;MIERY;39800;MIERY;
39341;LES MOLUNES;39310;LES MOLUNES;
39342;MONAY;39230;MONAY;
39343;MONNETAY;39320;MONNETAY;
39347;MONTAGNA LE TEMPLIER;39320;MONTAGNA LE TEMPLIER;
39364;MONTROND;39300;MONTROND;
39365;MONT SOUS VAUDREY;39380;MONT SOUS VAUDREY;
39368;HAUTS DE BIENNE;39400;HAUTS DE BIENNE;LEZAT
39377;MUTIGNEY;39290;MUTIGNEY;
39381;LES NANS;39300;LES NANS;
39385;NEUBLANS ABERGEMENT;39120;NEUBLANS ABERGEMENT;
39386;NEUVILLEY;39800;NEUVILLEY;
39388;NEVY SUR SEILLE;39210;NEVY SUR SEILLE;
39394;ONOZ;39270;ONOZ;
39399;OUNANS;39380;OUNANS;
39403;PAGNOZ;39330;PAGNOZ;
39415;PETIT NOIR;39120;PETIT NOIR;
39418;PICARREAU;39800;PICARREAU;
39422;PLAINOISEAU;39210;PLAINOISEAU;
39425;LES PLANCHES PRES ARBOIS;39600;LES PLANCHES PRES ARBOIS;
39431;POIDS DE FIOLE;39570;POIDS DE FIOLE;
39436;PONT D HERY;39110;PONT D HERY;
39437;PONT DU NAVOY;39300;PONT DU NAVOY;
39441;PREMANON;39400;PREMANON;LA DOYE
39444;PRETIN;39110;PRETIN;
39466;ROSAY;39190;ROSAY;
39467;ROTALIER;39190;ROTALIER;
39470;LES ROUSSES;39220;LES ROUSSES;LA CURE
39470;LES ROUSSES;39400;LES ROUSSES;
39472;RYE;39230;RYE;
39475;ST AMOUR;39160;ST AMOUR;
39478;ST CLAUDE;39200;ST CLAUDE;RANCHETTE
39478;ST CLAUDE;39200;ST CLAUDE;VALFIN LES ST CLAUDE
39481;ST GERMAIN EN MONTAGNE;39300;ST GERMAIN EN MONTAGNE;
39484;ST JEAN D ETREUX;39160;ST JEAN D ETREUX;
39490;ST LOUP;39120;ST LOUP;
39491;ST LUPICIN;39170;ST LUPICIN;
39501;SAMPANS;39100;SAMPANS;
39510;SEPTMONCEL;39310;SEPTMONCEL;
39520;SOUVANS;39380;SOUVANS;
39522;SUPT;39300;SUPT;
39526;TAVAUX;39500;TAVAUX;
39530;THOIRETTE;39240;THOIRETTE;
39533;TOULOUSE LE CHATEAU;39230;TOULOUSE LE CHATEAU;
39537;TRENAL;39570;TRENAL;
39555;VERS SOUS SELLIERES;39230;VERS SOUS SELLIERES;
39557;VESCLES;39240;VESCLES;
39558;VEVY;39570;VEVY;
39560;VILLARD ST SAUVEUR;39200;VILLARD ST SAUVEUR;
39566;VILLENEUVE LES CHARNOD;39240;VILLENEUVE LES CHARNOD;
39570;VILLERS LES BOIS;39120;VILLERS LES BOIS;
39573;VILLETTE LES DOLE;39100;VILLETTE LES DOLE;
39581;VITREUX;39350;VITREUX;
40004;ANGRESSE;40150;ANGRESSE;
40008;ARGELOUSE;40430;ARGELOUSE;
40011;ARSAGUE;40330;ARSAGUE;
40017;AUDIGNON;40500;AUDIGNON;
40020;AURICE;40500;AURICE;
40026;BAS MAUCO;40500;BAS MAUCO;
40029;BATS;40320;BATS;
60157;CLERMONT;60600;CLERMONT;
60160;CONCHY LES POTS;60490;CONCHY LES POTS;
60161;CONTEVILLE;60360;CONTEVILLE;
60170;COURTEUIL;60300;COURTEUIL;
60182;LE CROCQ;60120;LE CROCQ;
60183;CROISSY SUR CELLE;60120;CROISSY SUR CELLE;
60185;CROUY EN THELLE;60530;CROUY EN THELLE;
60198;DIVES;60310;DIVES;
60201;DOMPIERRE;60420;DOMPIERRE;
60203;DUVY;60800;DUVY;
60206;ELINCOURT STE MARGUERITE;60157;ELINCOURT STE MARGUERITE;
60208;ENENCOURT LEAGE;60590;ENENCOURT LEAGE;
60210;EPINEUSE;60190;EPINEUSE;
60216;ERQUINVILLERS;60130;ERQUINVILLERS;
60217;ESCAMES;60380;ESCAMES;
60226;EVE;60330;EVE;
60227;EVRICOURT;60310;EVRICOURT;
60230;LE FAY ST QUENTIN;60510;LE FAY ST QUENTIN;
60232;FERRIERES;60420;FERRIERES;
60233;FEUQUIERES;60960;FEUQUIERES;
60234;FITZ JAMES;60600;FITZ JAMES;
60239;FLEURY;60240;FLEURY;
60241;FONTAINE CHAALIS;60300;FONTAINE CHAALIS;
60244;FONTENAY TORCY;60380;FONTENAY TORCY;
60251;FOUQUEROLLES;60510;FOUQUEROLLES;
60252;FOURNIVAL;60130;FOURNIVAL;
60268;GANNES;60120;GANNES;
60274;GLAIGNES;60129;GLAIGNES;
60280;GOURCHELLES;60220;GOURCHELLES;
63473;YSSAC LA TOURETTE;63200;YSSAC LA TOURETTE;
64001;AAST;64460;AAST;
64003;ABIDOS;64150;ABIDOS;
64011;AINCILLE;64220;AINCILLE;
64016;ALDUDES;64430;ALDUDES;
64017;ALOS SIBAS ABENSE;64470;ALOS SIBAS ABENSE;
64029;ARAMITS;64570;ARAMITS;
64031;ARANCOU;64270;ARANCOU;
64036;ARBOUET SUSSAUTE;64120;ARBOUET SUSSAUTE;
64040;ARETTE;64570;ARETTE;
64047;ARNEGUY;64220;ARNEGUY;
64060;ARTIGUELOUVE;64230;ARTIGUELOUVE;
64064;ASASP ARROS;64660;ASASP ARROS;
64070;ASTIS;64450;ASTIS;
64079;AURIONS IDERNES;64350;AURIONS IDERNES;
64082;AUTERRIVE;64270;AUTERRIVE;
64085;AYDIUS;64490;AYDIUS;
64086;AYHERRE;64240;AYHERRE;
64089;BALEIX;64460;BALEIX;
64091;BALIROS;64510;BALIROS;
64094;BARDOS;64520;BARDOS;
64095;BARINQUE;64160;BARINQUE;
64099;BASTANES;64190;BASTANES;
64104;BEDOUS;64490;BEDOUS;
64105;BEGUIOS;64120;BEGUIOS;
64111;BENTAYOU SEREE;64460;BENTAYOU SEREE;
64114;BERNADETS;64160;BERNADETS;
64118;BETRACQ;64350;BETRACQ;
64119;BEUSTE;64800;BEUSTE;
64127;BIELLE;64260;BIELLE;
64140;BOUCAU;64340;BOUCAU;
64144;BOUMOURT;64370;BOUMOURT;
64146;BOURNOS;64450;BOURNOS;
64148;BRUGES CAPBIS MIFAGET;64800;BRUGES CAPBIS MIFAGET;MIFAGET
64153;BUROSSE MENDOUSSE;64330;BUROSSE MENDOUSSE;
64160;CAMBO LES BAINS;64250;CAMBO LES BAINS;
64162;CAMOU CIHIGUE;64470;CAMOU CIHIGUE;
64170;CASTAGNEDE;64270;CASTAGNEDE;
64179;CASTETNER;64300;CASTETNER;
64180;CASTETPUGON;64330;CASTETPUGON;
64183;CAUBIOS LOOS;64230;CAUBIOS LOOS;
64187;CHARRITTE DE BAS;64130;CHARRITTE DE BAS;
64189;CIBOURE;64500;CIBOURE;
64190;CLARACQ;64330;CLARACQ;
64194;COSLEDAA LUBE BOAST;64160;COSLEDAA LUBE BOAST;
64197;CUQUERON;64360;CUQUERON;
64199;DIUSSE;64330;DIUSSE;
64201;DOGNEN;64190;DOGNEN;
64202;DOMEZAIN BERRAUTE;64120;DOMEZAIN BERRAUTE;
64203;DOUMY;64450;DOUMY;
64204;EAUX BONNES;64440;EAUX BONNES;GOURETTE
64213;ESPELETTE;64250;ESPELETTE;
64215;ESPIUTE;64390;ESPIUTE;
64217;ESQUIULE;64400;ESQUIULE;
64220;ESTOS;64400;ESTOS;
64227;GABASTON;64160;GABASTON;
64238;GER;64530;GER;
64243;GEUS D ARZACQ;64370;GEUS D ARZACQ;
64246;GOMER;64420;GOMER;
64247;GOTEIN LIBARRENX;64130;GOTEIN LIBARRENX;
64252;GURMENCON;64400;GURMENCON;
64261;HERRERE;64680;HERRERE;
64263;L HOPITAL D ORION;64270;L HOPITAL D ORION;
64267;IBARROLLE;64120;IBARROLLE;
64270;IGON;64800;IGON;
64277;ISTURITS;64240;ISTURITS;
64279;ITXASSOU;64250;ITXASSOU;
64285;JUXUE;64120;JUXUE;
64291;LABASTIDE VILLEFRANCHE;64270;LABASTIDE VILLEFRANCHE;
64293;LABATUT;64460;LABATUT;
64294;LABETS BISCAY;64120;LABETS BISCAY;
60401;LE MESNIL THERIBUS;60240;LE MESNIL THERIBUS;
60409;MONCHY ST ELOI;60290;MONCHY ST ELOI;
60420;MONTJAVOULT;60240;MONTJAVOULT;
60427;MONTS;60119;MONTS;
60430;MORIENVAL;60127;MORIENVAL;
60439;MOUY;60250;MOUY;
60445;NAMPCEL;60400;NAMPCEL;
60455;LA NEUVILLE GARNIER;60390;LA NEUVILLE GARNIER;
60460;LA NEUVILLE VAULT;60112;LA NEUVILLE VAULT;
60465;NOIREMONT;60480;NOIREMONT;
60470;NOYERS ST MARTIN;60480;NOYERS ST MARTIN;
60472;OFFOY;60210;OFFOY;
60477;ONS EN BRAY;60650;ONS EN BRAY;
60481;ORROUY;60129;ORROUY;
60484;OUDEUIL;60860;OUDEUIL;
60488;PASSEL;60400;PASSEL;
60491;PIERREFONDS;60350;PIERREFONDS;
60496;PLAINVILLE;60120;PLAINVILLE;
60501;LE PLESSIS BRION;60150;LE PLESSIS BRION;
60505;PONTARME;60520;PONTARME;
60506;PONT L EVEQUE;60400;PONT L EVEQUE;
60513;PRECY SUR OISE;60460;PRECY SUR OISE;
60526;RAVENEL;60130;RAVENEL;
60533;RESSONS SUR MATZ;60490;RESSONS SUR MATZ;
60537;RIBECOURT DRESLINCOURT;60170;RIBECOURT DRESLINCOURT;DRESLINCOURT
60544;ROCQUENCOURT;60120;ROCQUENCOURT;
60551;ROUSSELOY;60660;ROUSSELOY;
60559;LA RUE ST PIERRE;60510;LA RUE ST PIERRE;
60560;RULLY;60810;RULLY;
60564;SAINS MORAINVILLERS;60420;SAINS MORAINVILLERS;
60571;ST DENISCOURT;60380;ST DENISCOURT;
60579;ST JEAN AUX BOIS;60350;ST JEAN AUX BOIS;
60592;ST PIERRE ES CHAMPS;60850;ST PIERRE ES CHAMPS;
60600;ST VAAST DE LONGMONT;60410;ST VAAST DE LONGMONT;
60602;ST VALERY;60220;ST VALERY;
60613;SENOTS;60240;SENOTS;
60615;SEREVILLERS;60120;SEREVILLERS;
60616;SERIFONTAINE;60590;SERIFONTAINE;
60620;SILLY TILLARD;60430;SILLY TILLARD;
60641;TRACY LE MONT;60170;TRACY LE MONT;OLLENCOURT
60648;TROUSSENCOURT;60120;TROUSSENCOURT;
60649;TROUSSURES;60390;TROUSSURES;
60653;VALESCOURT;60130;VALESCOURT;
60657;VAUCHELLES;60400;VAUCHELLES;
60661;VAUMOISE;60117;VAUMOISE;
60662;LE VAUROUX;60390;LE VAUROUX;
60666;VER SUR LAUNETTE;60950;VER SUR LAUNETTE;
60668;VERDEREL LES SAUQUEUSE;60112;VERDEREL LES SAUQUEUSE;
60668;VERDEREL LES SAUQUEUSE;60112;VERDEREL LES SAUQUEUSE;SAUQUEUSE ST LUCIEN
60669;VERDERONNE;60140;VERDERONNE;
60671;VERSIGNY;60440;VERSIGNY;
60673;VIEFVILLERS;60360;VIEFVILLERS;
60674;VIEUX MOULIN;60350;VIEUX MOULIN;
60683;VILLERS ST GENEST;60620;VILLERS ST GENEST;
60686;VILLERS SOUS ST LEU;60340;VILLERS SOUS ST LEU;
60692;VILLERS VICOMTE;60120;VILLERS VICOMTE;
60695;VINEUIL ST FIRMIN;60500;VINEUIL ST FIRMIN;
60697;VROCOURT;60112;VROCOURT;
61001;ALENCON;61000;ALENCON;
61007;ATHIS VAL DE ROUVRE;61430;ATHIS VAL DE ROUVRE;
61009;AUBRY EN EXMES;61160;AUBRY EN EXMES;
61011;AUBUSSON;61100;AUBUSSON;
61013;AUNAY LES BOIS;61500;AUNAY LES BOIS;
61018;AVERNES ST GOURGON;61470;AVERNES ST GOURGON;
61028;BAZOCHES AU HOULME;61210;BAZOCHES AU HOULME;
61032;BEAUFAI;61270;BEAUFAI;
61035;BEAUVAIN;61600;BEAUVAIN;
61036;BELFONDS;61500;BELFONDS;
61038;BELLEME;61130;BELLEME;
61040;BELLOU EN HOULME;61220;BELLOU EN HOULME;
61044;BERJOU;61430;BERJOU;
61050;COUR MAUGIS SUR HUISNE;61110;COUR MAUGIS SUR HUISNE;BOISSY MAUGIS
61050;COUR MAUGIS SUR HUISNE;61110;COUR MAUGIS SUR HUISNE;MAISON MAUGIS
61054;LE BOSC RENOULT;61470;LE BOSC RENOULT;
61081;CHAILLOUE;61240;CHAILLOUE;MARMOUILLE
61081;CHAILLOUE;61500;CHAILLOUE;
61084;CHAMPCERIE;61210;CHAMPCERIE;
61091;CHAMPSECRET;61700;CHAMPSECRET;
61093;CHANU;61800;CHANU;
61098;LA CHAPELLE PRES SEES;61500;LA CHAPELLE PRES SEES;
61102;LE CHATELLIER;61450;LE CHATELLIER;
61104;LA CHAUX;61600;LA CHAUX;
61110;LA COCHERE;61310;LA COCHERE;
61113;COMBLOT;61400;COMBLOT;
61116;SABLONS SUR HUISNE;61110;SABLONS SUR HUISNE;CONDEAU
61116;SABLONS SUR HUISNE;61110;SABLONS SUR HUISNE;COULONGES LES SABLONS
61123;COULONCES;61160;COULONCES;
61140;CRULAI;61300;CRULAI;
61142;DAME MARIE;61130;DAME MARIE;
61145;DOMFRONT EN POIRAIE;61700;DOMFRONT EN POIRAIE;
61145;DOMFRONT EN POIRAIE;61700;DOMFRONT EN POIRAIE;LA HAUTE CHAPELLE
61146;DOMPIERRE;61700;DOMPIERRE;
61152;ECORCHES;61160;ECORCHES;
61153;ECOUCHE LES VALLEES;61150;ECOUCHE LES VALLEES;BATILLY
61154;EPERRAIS;61400;EPERRAIS;
61158;FAVEROLLES;61600;FAVEROLLES;
61159;FAY;61390;FAY;
61164;LA FERRIERE BECHET;61500;LA FERRIERE BECHET;
61167;LA FERTE EN OUCHE;61550;LA FERTE EN OUCHE;GAUVILLE
61172;FONTENAI LES LOUVETS;61420;FONTENAI LES LOUVETS;
67228;NEUGARTHEIM ITTLENHEIM;67370;NEUGARTHEIM ITTLENHEIM;NEUGARTHEIM
67242;KIRRWILLER;67330;KIRRWILLER;
67245;KNOERSHEIM;67310;KNOERSHEIM;
67249;KRAUTWILLER;67170;KRAUTWILLER;
67250;KRIEGSHEIM;67170;KRIEGSHEIM;
67256;LAMPERTHEIM;67450;LAMPERTHEIM;
67257;LAMPERTSLOCH;67250;LAMPERTSLOCH;
67258;LANDERSHEIM;67700;LANDERSHEIM;
67268;LIPSHEIM;67640;LIPSHEIM;
67274;LORENTZEN;67430;LORENTZEN;
67279;MAENNOLSHEIM;67700;MAENNOLSHEIM;
67283;MARMOUTIER;67440;MARMOUTIER;
67286;MEISTRATZHEIM;67210;MEISTRATZHEIM;
67288;MEMMELSHOFFEN;67250;MEMMELSHOFFEN;
67295;MITTELBERGHEIM;67140;MITTELBERGHEIM;
67300;MOLSHEIM;67120;MOLSHEIM;
67303;MORSBRONN LES BAINS;67360;MORSBRONN LES BAINS;
67305;MOTHERN;67470;MOTHERN;
67309;MUNDOLSHEIM;67450;MUNDOLSHEIM;
67321;NEUVILLER LA ROCHE;67130;NEUVILLER LA ROCHE;HAUTE GOUTTE
67342;OBERHASLACH;67280;OBERHASLACH;
67343;OBERHAUSBERGEN;67205;OBERHAUSBERGEN;
67347;OBERMODERN ZUTZENDORF;67330;OBERMODERN ZUTZENDORF;OBERMODERN
67351;SEEBACH;67160;SEEBACH;
67358;OFFWILLER;67340;OFFWILLER;
67359;OHLUNGEN;67590;OHLUNGEN;
67361;OLWISHEIM;67170;OLWISHEIM;
67362;ORSCHWILLER;67600;ORSCHWILLER;
67364;OSTHOUSE;67150;OSTHOUSE;
67365;OSTWALD;67540;OSTWALD;
67372;VAL DE MODER;67350;VAL DE MODER;UBERACH
67373;PFALZWEYER;67320;PFALZWEYER;
67377;PLAINE;67420;PLAINE;
67383;RANGEN;67310;RANGEN;
67394;RETSCHWILLER;67250;RETSCHWILLER;
67409;ROPPENHEIM;67480;ROPPENHEIM;
67420;RUSS;67130;RUSS;
67426;ST MARTIN;67220;ST MARTIN;
67433;SAND;67230;SAND;
67435;SARREWERDEN;67260;SARREWERDEN;ZOLLINGEN
67436;SAULXURES;67420;SAULXURES;
67437;SAVERNE;67700;SAVERNE;ZORNTHAL
67438;SCHAEFFERSHEIM;67150;SCHAEFFERSHEIM;
67472;SOUFFLENHEIM;67620;SOUFFLENHEIM;
67479;STEINSELTZ;67160;STEINSELTZ;
67481;STOTZHEIM;67140;STOTZHEIM;
67482;STRASBOURG;67200;STRASBOURG;
67483;STRUTH;67290;STRUTH;
67486;SUNDHOUSE;67920;SUNDHOUSE;
67489;THAL MARMOUTIER;67440;THAL MARMOUTIER;SCHWEBWILLER
67490;THANVILLE;67220;THANVILLE;
67500;URMATT;67280;URMATT;
67502;UTTENHOFFEN;67110;UTTENHOFFEN;
67504;VALFF;67210;VALFF;
67507;VILLE;67220;VILLE;
67509;VOLKSBERG;67290;VOLKSBERG;
67511;WALBOURG;67360;WALBOURG;
67513;WALDERSBACH;67130;WALDERSBACH;
67515;WALDOLWISHEIM;67700;WALDOLWISHEIM;
67516;WALTENHEIM SUR ZORN;67670;WALTENHEIM SUR ZORN;
67517;WANGEN;67520;WANGEN;
67520;WASSELONNE;67310;WASSELONNE;
67525;WESTHOFFEN;67310;WESTHOFFEN;
67528;WEYER;67320;WEYER;
67530;WICKERSHEIM WILSHAUSEN;67270;WICKERSHEIM WILSHAUSEN;
67530;WICKERSHEIM WILSHAUSEN;67270;WICKERSHEIM WILSHAUSEN;WILSHAUSEN
67539;WINGERSHEIM LES QUATRE BANS;67170;WINGERSHEIM LES QUATRE BANS;HOHATZENHEIM
67539;WINGERSHEIM LES QUATRE BANS;67170;WINGERSHEIM LES QUATRE BANS;MITTELHAUSEN
67544;WISSEMBOURG;67160;WISSEMBOURG;ALTENSTADT
67551;WOLFISHEIM;67202;WOLFISHEIM;
68001;ALGOLSHEIM;68600;ALGOLSHEIM;
68005;AMMERSCHWIHR;68410;AMMERSCHWIHR;LES TROIS EPIS
68013;ATTENSCHWILLER;68220;ATTENSCHWILLER;
68018;BALSCHWILLER;68210;BALSCHWILLER;
68027;BERENTZWILLER;68130;BERENTZWILLER;
68061;BUSCHWILLER;68220;BUSCHWILLER;
68062;CARSPACH;68130;CARSPACH;
68067;COURTAVON;68480;COURTAVON;
68072;DIETWILLER;68440;DIETWILLER;
68074;DURLINSDORF;68480;DURLINSDORF;
68078;EGUISHEIM;68420;EGUISHEIM;
68086;FALKWILLER;68210;FALKWILLER;
68090;FERRETTE;68480;FERRETTE;
68097;FRELAND;68240;FRELAND;
68103;GEISPITZEN;68510;GEISPITZEN;
68107;GOMMERSDORF;68210;GOMMERSDORF;
68110;GRUSSENHEIM;68320;GRUSSENHEIM;
68111;GUEBERSCHWIHR;68420;GUEBERSCHWIHR;
68114;GUEVENATTEN;68210;GUEVENATTEN;
68115;GUEWENHEIM;68116;GUEWENHEIM;
68116;GUNDOLSHEIM;68250;GUNDOLSHEIM;
68129;HEIMSBRUNN;68990;HEIMSBRUNN;
68143;PORTE DU RIED;68320;PORTE DU RIED;RIEDWIHR
68144;HOMBOURG;68490;HOMBOURG;
68147;HUNAWIHR;68150;HUNAWIHR;
68152;ILLFURTH;68720;ILLFURTH;
68153;ILLHAEUSERN;68970;ILLHAEUSERN;
68158;JETTINGEN;68130;JETTINGEN;
68163;KEMBS;68680;KEMBS;
68165;KIFFIS;68480;KIFFIS;
80750;TERTRY;80200;TERTRY;
80751;THENNES;80110;THENNES;
80757;THOIX;80160;THOIX;
80759;TILLOLOY;80700;TILLOLOY;
80760;TILLOY FLORIVILLE;80220;TILLOY FLORIVILLE;
80769;TREUX;80300;TREUX;
80774;VAIRE SOUS CORBIE;80800;VAIRE SOUS CORBIE;
80778;VAUCHELLES LES DOMART;80620;VAUCHELLES LES DOMART;
80782;VAUX EN AMIENOIS;80260;VAUX EN AMIENOIS;
80787;VERCOURT;80120;VERCOURT;
80790;VERPILLIERES;80700;VERPILLIERES;
80792;LA VICOGNE;80260;LA VICOGNE;
80801;VILLERS CARBONNEL;80200;VILLERS CARBONNEL;
80809;VISMES;80140;VISMES AU VAL;
80814;VRELY;80170;VRELY;
80815;VRON;80120;VRON;
80821;WARLUS;80270;WARLUS;
80822;WARSY;80500;WARSY;
80823;WARVILLERS;80170;WARVILLERS;
80827;WOINCOURT;80520;WOINCOURT;
